scope,reviewer_id,question,question_name,answer,severity,response_count,question_total,ratio,pct,,,,,,
all_answers,user5,Q4,instance_separation,부정확,critical,39,1157,0.03370787,3.3708,,,,,,
all_answers,user5,Q4,instance_separation,실패,critical,6,1157,0.00518583,0.5186,,,,,,
all_answers,user6,Q4,instance_separation,정확,good,1169,1288,0.9076087,90.7609,,,,,,
all_answers,user6,Q4,instance_separation,수용 가능,soft,20,1288,0.01552795,1.5528,,,,,,
all_answers,user6,Q4,instance_separation,판단불가,soft,91,1288,0.07065217,7.0652,,,,,,
all_answers,user6,Q4,instance_separation,부정확,critical,7,1288,0.00543478,0.5435,,,,,,
all_answers,user6,Q4,instance_separation,실패,critical,1,1288,0.0007764,0.0776,,,,,,
all_answers,user7,Q4,instance_separation,정확,good,1184,1360,0.87058824,87.0588,,,,,,
all_answers,user7,Q4,instance_separation,수용 가능,soft,36,1360,0.02647059,2.6471,,,,,,
all_answers,user7,Q4,instance_separation,판단불가,soft,118,1360,0.08676471,8.6765,,,,,,
all_answers,user7,Q4,instance_separation,부정확,critical,22,1360,0.01617647,1.6176,,,,,,
all_answers,user7,Q4,instance_separation,실패,critical,0,1360,0,0,,,,,,
all_answers,user8,Q4,instance_separation,정확,good,1059,1124,0.94217082,94.2171,,,,,,
all_answers,user8,Q4,instance_separation,수용 가능,soft,10,1124,0.0088968,0.8897,,,,,,
all_answers,user8,Q4,instance_separation,판단불가,soft,47,1124,0.04181495,4.1815,,,,,,
all_answers,user8,Q4,instance_separation,부정확,critical,8,1124,0.00711744,0.7117,,,,,,
all_answers,user8,Q4,instance_separation,실패,critical,0,1124,0,0,,,,,,
all_answers,user9,Q4,instance_separation,정확,good,1074,1256,0.85509554,85.5096,,,,,,
all_answers,user9,Q4,instance_separation,수용 가능,soft,102,1256,0.08121019,8.121,,,,,,
all_answers,user9,Q4,instance_separation,판단불가,soft,67,1256,0.05334395,5.3344,,,,,,
all_answers,user9,Q4,instance_separation,부정확,critical,12,1256,0.00955414,0.9554,,,,,,
all_answers,user9,Q4,instance_separation,실패,critical,1,1256,0.00079618,0.0796,,,,,,
all_answers,user10,Q4,instance_separation,정확,good,1154,1242,0.92914654,92.9147,,,,,,
all_answers,user10,Q4,instance_separation,수용 가능,soft,8,1242,0.00644122,0.6441,,,,,,
all_answers,user10,Q4,instance_separation,판단불가,soft,72,1242,0.05797101,5.7971,,,,,,
all_answers,user10,Q4,instance_separation,부정확,critical,7,1242,0.00563607,0.5636,,,,,,
all_answers,user10,Q4,instance_separation,실패,critical,1,1242,0.00080515,0.0805,,,,,,
all_answers,user11,Q4,instance_separation,정확,good,1077,1411,0.76328845,76.3288,,,,,,
all_answers,user11,Q4,instance_separation,수용 가능,soft,137,1411,0.09709426,9.7094,,,,,,
all_answers,user11,Q4,instance_separation,판단불가,soft,179,1411,0.12686038,12.686,,,,,,
all_answers,user11,Q4,instance_separation,부정확,critical,18,1411,0.01275691,1.2757,,,,,,
all_answers,user11,Q4,instance_separation,실패,critical,0,1411,0,0,,,,,,
all_answers,user12,Q4,instance_separation,정확,good,1077,1304,0.82592025,82.592,,,,,,
all_answers,user12,Q4,instance_separation,수용 가능,soft,132,1304,0.10122699,10.1227,,,,,,
all_answers,user12,Q4,instance_separation,판단불가,soft,77,1304,0.05904908,5.9049,,,,,,
all_answers,user12,Q4,instance_separation,부정확,critical,18,1304,0.01380368,1.3804,,,,,,
all_answers,user12,Q4,instance_separation,실패,critical,0,1304,0,0,,,,,,
all_answers,user13,Q4,instance_separation,정확,good,1119,1192,0.93875839,93.8758,,,,,,
all_answers,user13,Q4,instance_separation,수용 가능,soft,3,1192,0.00251678,0.2517,,,,,,
all_answers,user13,Q4,instance_separation,판단불가,soft,67,1192,0.05620805,5.6208,,,,,,
all_answers,user13,Q4,instance_separation,부정확,critical,2,1192,0.00167785,0.1678,,,,,,
all_answers,user13,Q4,instance_separation,실패,critical,1,1192,0.00083893,0.0839,,,,,,
all_answers,user14,Q4,instance_separation,정확,good,1277,1382,0.92402315,92.4023,,,,,,
all_answers,user14,Q4,instance_separation,수용 가능,soft,3,1382,0.00217077,0.2171,,,,,,
all_answers,user14,Q4,instance_separation,판단불가,soft,99,1382,0.07163531,7.1635,,,,,,
all_answers,user14,Q4,instance_separation,부정확,critical,2,1382,0.00144718,0.1447,,,,,,
all_answers,user14,Q4,instance_separation,실패,critical,1,1382,0.00072359,0.0724,,,,,,
all_answers,user15,Q4,instance_separation,정확,good,1167,1296,0.90046296,90.0463,,,,,,
all_answers,user15,Q4,instance_separation,수용 가능,soft,17,1296,0.01311728,1.3117,,,,,,
all_answers,user15,Q4,instance_separation,판단불가,soft,73,1296,0.05632716,5.6327,,,,,,
all_answers,user15,Q4,instance_separation,부정확,critical,29,1296,0.02237654,2.2377,,,,,,
all_answers,user15,Q4,instance_separation,실패,critical,10,1296,0.00771605,0.7716,,,,,,
all_answers,user16,Q4,instance_separation,정확,good,1052,1265,0.83162055,83.1621,,,,,,
all_answers,user16,Q4,instance_separation,수용 가능,soft,127,1265,0.10039526,10.0395,,,,,,
all_answers,user16,Q4,instance_separation,판단불가,soft,18,1265,0.01422925,1.4229,,,,,,
all_answers,user16,Q4,instance_separation,부정확,critical,62,1265,0.04901186,4.9012,,,,,,
all_answers,user16,Q4,instance_separation,실패,critical,6,1265,0.00474308,0.4743,,,,,,
all_answers,user17,Q4,instance_separation,정확,good,728,1048,0.69465649,69.4656,,,,,,
all_answers,user17,Q4,instance_separation,수용 가능,soft,106,1048,0.10114504,10.1145,,,,,,
all_answers,user17,Q4,instance_separation,판단불가,soft,95,1048,0.09064885,9.0649,,,,,,
all_answers,user17,Q4,instance_separation,부정확,critical,95,1048,0.09064885,9.0649,,,,,,
all_answers,user17,Q4,instance_separation,실패,critical,24,1048,0.02290076,2.2901,,,,,,
all_answers,user18,Q4,instance_separation,정확,good,1272,1344,0.94642857,94.6429,,,,,,
all_answers,user18,Q4,instance_separation,수용 가능,soft,9,1344,0.00669643,0.6696,,,,,,
all_answers,user18,Q4,instance_separation,판단불가,soft,56,1344,0.04166667,4.1667,,,,,,
all_answers,user18,Q4,instance_separation,부정확,critical,5,1344,0.00372024,0.372,,,,,,
all_answers,user18,Q4,instance_separation,실패,critical,2,1344,0.0014881,0.1488,,,,,,
all_answers,user19,Q4,instance_separation,정확,good,1327,1460,0.90890411,90.8904,,,,,,
all_answers,user19,Q4,instance_separation,수용 가능,soft,35,1460,0.0239726,2.3973,,,,,,
all_answers,user19,Q4,instance_separation,판단불가,soft,81,1460,0.05547945,5.5479,,,,,,
all_answers,user19,Q4,instance_separation,부정확,critical,17,1460,0.01164384,1.1644,,,,,,
all_answers,user19,Q4,instance_separation,실패,critical,0,1460,0,0,,,,,,
all_answers,user20,Q4,instance_separation,정확,good,876,1194,0.73366834,73.3668,,,,,,
all_answers,user20,Q4,instance_separation,수용 가능,soft,136,1194,0.11390285,11.3903,,,,,,
all_answers,user20,Q4,instance_separation,판단불가,soft,133,1194,0.11139028,11.139,,,,,,
all_answers,user20,Q4,instance_separation,부정확,critical,49,1194,0.04103853,4.1039,,,,,,
all_answers,user20,Q4,instance_separation,실패,critical,0,1194,0,0,,,,,,
all_answers,user1,Q5,mask_quality,정확,good,905,1217,0.74363188,74.3632,,,,,,
all_answers,user1,Q5,mask_quality,수용 가능,soft,181,1217,0.14872638,14.8726,,,,,,
all_answers,user1,Q5,mask_quality,판단불가,soft,93,1217,0.07641742,7.6417,,,,,,
all_answers,user1,Q5,mask_quality,부정확,critical,34,1217,0.02793755,2.7938,,,,,,
all_answers,user1,Q5,mask_quality,실패,critical,4,1217,0.00328677,0.3287,,,,,,
all_answers,user2,Q5,mask_quality,정확,good,849,1258,0.67488076,67.4881,,,,,,
all_answers,user2,Q5,mask_quality,수용 가능,soft,261,1258,0.20747218,20.7472,,,,,,
all_answers,user2,Q5,mask_quality,판단불가,soft,109,1258,0.08664547,8.6645,,,,,,
all_answers,user2,Q5,mask_quality,부정확,critical,32,1258,0.0254372,2.5437,,,,,,
all_answers,user2,Q5,mask_quality,실패,critical,7,1258,0.00556439,0.5564,,,,,,
all_answers,user3,Q5,mask_quality,정확,good,740,1244,0.59485531,59.4855,,,,,,
all_answers,user3,Q5,mask_quality,수용 가능,soft,379,1244,0.30466238,30.4662,,,,,,
all_answers,user3,Q5,mask_quality,판단불가,soft,65,1244,0.0522508,5.2251,,,,,,
all_answers,user3,Q5,mask_quality,부정확,critical,54,1244,0.04340836,4.3408,,,,,,
all_answers,user3,Q5,mask_quality,실패,critical,6,1244,0.00482315,0.4823,,,,,,
all_answers,user4,Q5,mask_quality,정확,good,890,1360,0.65441176,65.4412,,,,,,
all_answers,user4,Q5,mask_quality,수용 가능,soft,264,1360,0.19411765,19.4118,,,,,,
all_answers,user4,Q5,mask_quality,판단불가,soft,123,1360,0.09044118,9.0441,,,,,,
all_answers,user4,Q5,mask_quality,부정확,critical,81,1360,0.05955882,5.9559,,,,,,
all_answers,user4,Q5,mask_quality,실패,critical,2,1360,0.00147059,0.1471,,,,,,
all_answers,user5,Q5,mask_quality,정확,good,720,1157,0.62229905,62.2299,,,,,,
all_answers,user5,Q5,mask_quality,수용 가능,soft,234,1157,0.20224719,20.2247,,,,,,
all_answers,user5,Q5,mask_quality,판단불가,soft,92,1157,0.07951599,7.9516,,,,,,
all_answers,user5,Q5,mask_quality,부정확,critical,85,1157,0.07346586,7.3466,,,,,,
all_answers,user5,Q5,mask_quality,실패,critical,26,1157,0.02247191,2.2472,,,,,,
all_answers,user6,Q5,mask_quality,정확,good,1028,1288,0.79813665,79.8137,,,,,,
all_answers,user6,Q5,mask_quality,수용 가능,soft,125,1288,0.09704969,9.705,,,,,,
all_answers,user6,Q5,mask_quality,판단불가,soft,90,1288,0.06987578,6.9876,,,,,,
all_answers,user6,Q5,mask_quality,부정확,critical,42,1288,0.0326087,3.2609,,,,,,
all_answers,user6,Q5,mask_quality,실패,critical,3,1288,0.00232919,0.2329,,,,,,
all_answers,user7,Q5,mask_quality,정확,good,1100,1360,0.80882353,80.8824,,,,,,
all_answers,user7,Q5,mask_quality,수용 가능,soft,106,1360,0.07794118,7.7941,,,,,,
all_answers,user7,Q5,mask_quality,판단불가,soft,117,1360,0.08602941,8.6029,,,,,,
all_answers,user7,Q5,mask_quality,부정확,critical,35,1360,0.02573529,2.5735,,,,,,
all_answers,user7,Q5,mask_quality,실패,critical,2,1360,0.00147059,0.1471,,,,,,
all_answers,user8,Q5,mask_quality,정확,good,864,1124,0.76868327,76.8683,,,,,,
all_answers,user8,Q5,mask_quality,수용 가능,soft,181,1124,0.16103203,16.1032,,,,,,
all_answers,user8,Q5,mask_quality,판단불가,soft,48,1124,0.04270463,4.2705,,,,,,
all_answers,user8,Q5,mask_quality,부정확,critical,29,1124,0.02580071,2.5801,,,,,,
all_answers,user8,Q5,mask_quality,실패,critical,2,1124,0.00177936,0.1779,,,,,,
all_answers,user9,Q5,mask_quality,정확,good,1033,1256,0.82245223,82.2452,,,,,,
all_answers,user9,Q5,mask_quality,수용 가능,soft,143,1256,0.1138535,11.3854,,,,,,
all_answers,user9,Q5,mask_quality,판단불가,soft,68,1256,0.05414013,5.414,,,,,,
all_answers,user9,Q5,mask_quality,부정확,critical,12,1256,0.00955414,0.9554,,,,,,
all_answers,user9,Q5,mask_quality,실패,critical,0,1256,0,0,,,,,,
all_answers,user10,Q5,mask_quality,정확,good,884,1242,0.71175523,71.1755,,,,,,
all_answers,user10,Q5,mask_quality,수용 가능,soft,227,1242,0.18276973,18.277,,,,,,
all_answers,user10,Q5,mask_quality,판단불가,soft,73,1242,0.05877617,5.8776,,,,,,
all_answers,user10,Q5,mask_quality,부정확,critical,54,1242,0.04347826,4.3478,,,,,,
all_answers,user10,Q5,mask_quality,실패,critical,4,1242,0.00322061,0.3221,,,,,,
all_answers,user11,Q5,mask_quality,정확,good,1068,1411,0.75690999,75.691,,,,,,
all_answers,user11,Q5,mask_quality,수용 가능,soft,145,1411,0.102764,10.2764,,,,,,
all_answers,user11,Q5,mask_quality,판단불가,soft,179,1411,0.12686038,12.686,,,,,,
all_answers,user11,Q5,mask_quality,부정확,critical,19,1411,0.01346563,1.3466,,,,,,
all_answers,user11,Q5,mask_quality,실패,critical,0,1411,0,0,,,,,,
all_answers,user12,Q5,mask_quality,정확,good,771,1304,0.59125767,59.1258,,,,,,
all_answers,user12,Q5,mask_quality,수용 가능,soft,445,1304,0.34125767,34.1258,,,,,,
all_answers,user12,Q5,mask_quality,판단불가,soft,76,1304,0.05828221,5.8282,,,,,,
all_answers,user12,Q5,mask_quality,부정확,critical,11,1304,0.00843558,0.8436,,,,,,
all_answers,user12,Q5,mask_quality,실패,critical,1,1304,0.00076687,0.0767,,,,,,
all_answers,user13,Q5,mask_quality,정확,good,1122,1192,0.94127517,94.1275,,,,,,
all_answers,user13,Q5,mask_quality,수용 가능,soft,0,1192,0,0,,,,,,
all_answers,user13,Q5,mask_quality,판단불가,soft,67,1192,0.05620805,5.6208,,,,,,
all_answers,user13,Q5,mask_quality,부정확,critical,2,1192,0.00167785,0.1678,,,,,,
all_answers,user13,Q5,mask_quality,실패,critical,1,1192,0.00083893,0.0839,,,,,,
all_answers,user14,Q5,mask_quality,정확,good,1024,1382,0.74095514,74.0955,,,,,,
all_answers,user14,Q5,mask_quality,수용 가능,soft,229,1382,0.16570188,16.5702,,,,,,
all_answers,user14,Q5,mask_quality,판단불가,soft,99,1382,0.07163531,7.1635,,,,,,
all_answers,user14,Q5,mask_quality,부정확,critical,27,1382,0.0195369,1.9537,,,,,,
all_answers,user14,Q5,mask_quality,실패,critical,3,1382,0.00217077,0.2171,,,,,,
all_answers,user15,Q5,mask_quality,정확,good,841,1296,0.64891975,64.892,,,,,,
all_answers,user15,Q5,mask_quality,수용 가능,soft,240,1296,0.18518519,18.5185,,,,,,
all_answers,user15,Q5,mask_quality,판단불가,soft,72,1296,0.05555556,5.5556,,,,,,
all_answers,user15,Q5,mask_quality,부정확,critical,112,1296,0.08641975,8.642,,,,,,
all_answers,user15,Q5,mask_quality,실패,critical,31,1296,0.02391975,2.392,,,,,,
all_answers,user16,Q5,mask_quality,정확,good,1160,1265,0.91699605,91.6996,,,,,,
all_answers,user16,Q5,mask_quality,수용 가능,soft,50,1265,0.03952569,3.9526,,,,,,
all_answers,user16,Q5,mask_quality,판단불가,soft,16,1265,0.01264822,1.2648,,,,,,
all_answers,user16,Q5,mask_quality,부정확,critical,26,1265,0.02055336,2.0553,,,,,,
all_answers,user16,Q5,mask_quality,실패,critical,13,1265,0.01027668,1.0277,,,,,,
all_answers,user17,Q5,mask_quality,정확,good,543,1048,0.51812977,51.813,,,,,,
all_answers,user17,Q5,mask_quality,수용 가능,soft,372,1048,0.35496183,35.4962,,,,,,
all_answers,user17,Q5,mask_quality,판단불가,soft,95,1048,0.09064885,9.0649,,,,,,
all_answers,user17,Q5,mask_quality,부정확,critical,34,1048,0.03244275,3.2443,,,,,,
all_answers,user17,Q5,mask_quality,실패,critical,4,1048,0.00381679,0.3817,,,,,,
all_answers,user18,Q5,mask_quality,정확,good,1033,1344,0.76860119,76.8601,,,,,,
all_answers,user18,Q5,mask_quality,수용 가능,soft,206,1344,0.15327381,15.3274,,,,,,
all_answers,user18,Q5,mask_quality,판단불가,soft,56,1344,0.04166667,4.1667,,,,,,
all_answers,user18,Q5,mask_quality,부정확,critical,47,1344,0.03497024,3.497,,,,,,
all_answers,user18,Q5,mask_quality,실패,critical,2,1344,0.0014881,0.1488,,,,,,
all_answers,user19,Q5,mask_quality,정확,good,1229,1460,0.84178082,84.1781,,,,,,
all_answers,user19,Q5,mask_quality,수용 가능,soft,108,1460,0.0739726,7.3973,,,,,,
all_answers,user19,Q5,mask_quality,판단불가,soft,81,1460,0.05547945,5.5479,,,,,,
all_answers,user19,Q5,mask_quality,부정확,critical,40,1460,0.02739726,2.7397,,,,,,
all_answers,user19,Q5,mask_quality,실패,critical,2,1460,0.00136986,0.137,,,,,,
all_answers,user20,Q5,mask_quality,정확,good,984,1194,0.8241206,82.4121,,,,,,
all_answers,user20,Q5,mask_quality,수용 가능,soft,36,1194,0.03015075,3.0151,,,,,,
all_answers,user20,Q5,mask_quality,판단불가,soft,133,1194,0.11139028,11.139,,,,,,
all_answers,user20,Q5,mask_quality,부정확,critical,41,1194,0.03433836,3.4338,,,,,,
all_answers,user20,Q5,mask_quality,실패,critical,0,1194,0,0,,,,,,
all_answers,user1,Q6,decomposition_nonleaf,없음,good,314,362,0.86740331,86.7403,,,,,,
all_answers,user1,Q6,decomposition_nonleaf,조금 있음,soft,25,362,0.06906077,6.9061,,,,,,
all_answers,user1,Q6,decomposition_nonleaf,판단불가,soft,20,362,0.05524862,5.5249,,,,,,
all_answers,user1,Q6,decomposition_nonleaf,많이 있음,critical,3,362,0.00828729,0.8287,,,,,,
all_answers,user2,Q6,decomposition_nonleaf,없음,good,351,383,0.91644909,91.6449,,,,,,
all_answers,user2,Q6,decomposition_nonleaf,조금 있음,soft,4,383,0.01044386,1.0444,,,,,,
all_answers,user2,Q6,decomposition_nonleaf,판단불가,soft,27,383,0.07049608,7.0496,,,,,,
all_answers,user2,Q6,decomposition_nonleaf,많이 있음,critical,1,383,0.00261097,0.2611,,,,,,
all_answers,user3,Q6,decomposition_nonleaf,없음,good,373,383,0.97389034,97.389,,,,,,
all_answers,user3,Q6,decomposition_nonleaf,조금 있음,soft,3,383,0.0078329,0.7833,,,,,,
all_answers,user3,Q6,decomposition_nonleaf,판단불가,soft,5,383,0.01305483,1.3055,,,,,,
all_answers,user3,Q6,decomposition_nonleaf,많이 있음,critical,2,383,0.00522193,0.5222,,,,,,
all_answers,user4,Q6,decomposition_nonleaf,없음,good,393,417,0.94244604,94.2446,,,,,,
all_answers,user4,Q6,decomposition_nonleaf,조금 있음,soft,6,417,0.01438849,1.4388,,,,,,
all_answers,user4,Q6,decomposition_nonleaf,판단불가,soft,14,417,0.03357314,3.3573,,,,,,
all_answers,user4,Q6,decomposition_nonleaf,많이 있음,critical,4,417,0.00959233,0.9592,,,,,,
all_answers,user5,Q6,decomposition_nonleaf,없음,good,319,362,0.88121547,88.1215,,,,,,
all_answers,user5,Q6,decomposition_nonleaf,조금 있음,soft,9,362,0.02486188,2.4862,,,,,,
all_answers,user5,Q6,decomposition_nonleaf,판단불가,soft,13,362,0.0359116,3.5912,,,,,,
all_answers,user5,Q6,decomposition_nonleaf,많이 있음,critical,21,362,0.05801105,5.8011,,,,,,
all_answers,user6,Q6,decomposition_nonleaf,없음,good,378,395,0.95696203,95.6962,,,,,,
all_answers,user6,Q6,decomposition_nonleaf,조금 있음,soft,5,395,0.01265823,1.2658,,,,,,
all_answers,user6,Q6,decomposition_nonleaf,판단불가,soft,8,395,0.02025316,2.0253,,,,,,
all_answers,user6,Q6,decomposition_nonleaf,많이 있음,critical,4,395,0.01012658,1.0127,,,,,,
all_answers,user7,Q6,decomposition_nonleaf,없음,good,395,416,0.94951923,94.9519,,,,,,
all_answers,user7,Q6,decomposition_nonleaf,조금 있음,soft,5,416,0.01201923,1.2019,,,,,,
all_answers,user7,Q6,decomposition_nonleaf,판단불가,soft,15,416,0.03605769,3.6058,,,,,,
all_answers,user7,Q6,decomposition_nonleaf,많이 있음,critical,1,416,0.00240385,0.2404,,,,,,
all_answers,user8,Q6,decomposition_nonleaf,없음,good,349,357,0.97759104,97.7591,,,,,,
all_answers,user8,Q6,decomposition_nonleaf,조금 있음,soft,4,357,0.01120448,1.1204,,,,,,
all_answers,user8,Q6,decomposition_nonleaf,판단불가,soft,4,357,0.01120448,1.1204,,,,,,
all_answers,user8,Q6,decomposition_nonleaf,많이 있음,critical,0,357,0,0,,,,,,
all_answers,user9,Q6,decomposition_nonleaf,없음,good,358,389,0.92030848,92.0308,,,,,,
all_answers,user9,Q6,decomposition_nonleaf,조금 있음,soft,18,389,0.04627249,4.6272,,,,,,
all_answers,user9,Q6,decomposition_nonleaf,판단불가,soft,12,389,0.03084833,3.0848,,,,,,
all_answers,user9,Q6,decomposition_nonleaf,많이 있음,critical,1,389,0.00257069,0.2571,,,,,,
all_answers,user10,Q6,decomposition_nonleaf,없음,good,375,406,0.92364532,92.3645,,,,,,
all_answers,user10,Q6,decomposition_nonleaf,조금 있음,soft,19,406,0.04679803,4.6798,,,,,,
all_answers,user10,Q6,decomposition_nonleaf,판단불가,soft,7,406,0.01724138,1.7241,,,,,,
all_answers,user10,Q6,decomposition_nonleaf,많이 있음,critical,5,406,0.01231527,1.2315,,,,,,
all_answers,user11,Q6,decomposition_nonleaf,없음,good,309,432,0.71527778,71.5278,,,,,,
all_answers,user11,Q6,decomposition_nonleaf,조금 있음,soft,81,432,0.1875,18.75,,,,,,
all_answers,user11,Q6,decomposition_nonleaf,판단불가,soft,12,432,0.02777778,2.7778,,,,,,
all_answers,user11,Q6,decomposition_nonleaf,많이 있음,critical,30,432,0.06944444,6.9444,,,,,,
all_answers,user12,Q6,decomposition_nonleaf,없음,good,393,406,0.9679803,96.798,,,,,,
all_answers,user12,Q6,decomposition_nonleaf,조금 있음,soft,6,406,0.01477833,1.4778,,,,,,
all_answers,user12,Q6,decomposition_nonleaf,판단불가,soft,6,406,0.01477833,1.4778,,,,,,
all_answers,user12,Q6,decomposition_nonleaf,많이 있음,critical,1,406,0.00246305,0.2463,,,,,,
all_answers,user13,Q6,decomposition_nonleaf,없음,good,341,370,0.92162162,92.1622,,,,,,
all_answers,user13,Q6,decomposition_nonleaf,조금 있음,soft,20,370,0.05405405,5.4054,,,,,,
all_answers,user13,Q6,decomposition_nonleaf,판단불가,soft,6,370,0.01621622,1.6216,,,,,,
all_answers,user13,Q6,decomposition_nonleaf,많이 있음,critical,3,370,0.00810811,0.8108,,,,,,
all_answers,user14,Q6,decomposition_nonleaf,없음,good,390,439,0.88838269,88.8383,,,,,,
all_answers,user14,Q6,decomposition_nonleaf,조금 있음,soft,35,439,0.07972665,7.9727,,,,,,
all_answers,user14,Q6,decomposition_nonleaf,판단불가,soft,13,439,0.02961276,2.9613,,,,,,
all_answers,user14,Q6,decomposition_nonleaf,많이 있음,critical,1,439,0.0022779,0.2278,,,,,,
all_answers,user15,Q6,decomposition_nonleaf,없음,good,352,402,0.87562189,87.5622,,,,,,
all_answers,user15,Q6,decomposition_nonleaf,조금 있음,soft,39,402,0.09701493,9.7015,,,,,,
all_answers,user15,Q6,decomposition_nonleaf,판단불가,soft,10,402,0.02487562,2.4876,,,,,,
all_answers,user15,Q6,decomposition_nonleaf,많이 있음,critical,1,402,0.00248756,0.2488,,,,,,
